viral,prob_False,prob_True
False,0.9490206838,0.0509793423
False,0.9935741425,0.0064258678
False,0.9895995855,0.0104003856
True,0.0234422646,0.9765577316
False,0.9924495816,0.0075504035
True,0.3821233511,0.6178766489
False,0.9822356701,0.017764302
False,0.9994154572,0.0005845287
False,0.9973736405,0.002626379
False,0.9966465235,0.0033534977
False,0.9994834065,0.000516614
False,0.9995025992,0.0004973816
False,0.9730396867,0.0269602872
False,0.9796911478,0.0203088466
False,0.999365449,0.000634525
False,0.9994619489,0.0005380687
False,0.9972778559,0.0027221458
False,0.9992966652,0.0007033641
False,0.999253273,0.0007467162
False,0.9870604277,0.0129395602
False,0.998446703,0.001553315
False,0.9930412769,0.0069587189
False,0.9026567936,0.0973432213
False,0.999070704,0.0009292979
False,0.9989370108,0.0010630118
False,0.9909091592,0.0090908129
False,0.9919059277,0.0080940425
False,0.9993200302,0.0006799725
False,0.9973935485,0.0026064434
False,0.8242561221,0.175743863
False,0.9991599917,0.0008400123
False,0.9977688789,0.0022311097
False,0.9991761446,0.000823879
False,0.9845190644,0.0154809151
False,0.93919909,0.0608008876
False,0.9926304817,0.0073695313
False,0.9995253682,0.0004746252
False,0.999504447,0.0004955738
False,0.9970997572,0.00290027
False,0.9909880757,0.009011901
False,0.9908699989,0.0091300039
False,0.9989743233,0.0010256884
False,0.9989743233,0.0010256884
False,0.9991723895,0.0008275819
False,0.9992512465,0.0007487548
False,0.9741499424,0.0258500595
False,0.9916980267,0.008301965
False,0.9993954301,0.0006045845
False,0.9989648461,0.0010351735
False,0.9992026091,0.0007974029
False,0.9975990653,0.0024009414
False,0.998993814,0.0010061658
False,0.9851463437,0.0148536358
False,0.9995474815,0.0004525178
False,0.9545914531,0.0454085357
False,0.9876412153,0.0123587921
False,0.9888289571,0.0111710541
False,0.9368315339,0.0631684959
False,0.9952044487,0.0047955364
False,0.9993201494,0.0006798539
False,0.9993357062,0.0006642998
False,0.9989325404,0.0010674449
False,0.9987113476,0.0012886594
False,0.9978663921,0.0021335827
False,0.999554038,0.0004459541
False,0.9892846346,0.0107153915
False,0.9990216494,0.000978359
False,0.9909753799,0.0090246145
False,0.991681695,0.008318332
False,0.9889108539,0.0110891378
False,0.9961889386,0.0038110786
False,0.9991490245,0.000850966
True,0.2931202054,0.7068797946
False,0.9907243848,0.0092756413
False,0.9985262752,0.0014737274
False,0.9898384809,0.0101615377
False,0.9913307428,0.0086692683
False,0.9990558624,0.0009441461
False,0.9995064139,0.0004935763
False,0.9991801381,0.0008198617
False,0.985439539,0.0145604564
False,0.9992944002,0.0007056262
False,0.999009192,0.0009908126
False,0.9628204703,0.0371795297
False,0.9995189905,0.0004810267
False,0.997635901,0.0023641256
False,0.9885005355,0.0114994394
False,0.9988750815,0.001124918
False,0.988363266,0.0116367592
False,0.9988439083,0.001156079
False,0.7141862512,0.2858137786
False,0.9993138313,0.00068614
False,0.9993060231,0.0006939622
False,0.9923862219,0.0076137865
False,0.998016715,0.0019832894
False,0.8551707864,0.1448292136
True,0.3497286439,0.6502713561
False,0.9914619327,0.0085380664
False,0.9956681132,0.0043318812
False,0.9889848232,0.0110151889
False,0.9995356798,0.0004643261
False,0.9989321232,0.0010678663
False,0.9995334744,0.0004665425
False,0.5951265097,0.4048734903
False,0.9986637831,0.0013362021
False,0.9888851643,0.0111148562
False,0.9975704551,0.0024295512
False,0.9791922569,0.0208077449
False,0.9926698804,0.0073301177
True,0.0076246564,0.9923753142
False,0.9888750911,0.0111249313
False,0.9953135848,0.004686418
False,0.9914582372,0.0085417703
False,0.9971562028,0.0028437744
False,0.897733748,0.1022662595
False,0.9989930987,0.0010068738
False,0.9908069968,0.009192979
False,0.9849739075,0.0150260925
False,0.9878370166,0.0121629592
False,0.9976943135,0.0023056821
False,0.7786034346,0.2213965803
False,0.9905971289,0.0094028972
False,0.9893598557,0.0106401695
False,0.9995014071,0.0004985789
False,0.9993041158,0.0006958962
False,0.9901477695,0.0098522371
True,0.1297508478,0.8702491522
False,0.9962134957,0.0037865175
False,0.9994786978,0.0005213196
False,0.9530774355,0.0469225459
False,0.9988380671,0.0011619615
False,0.9992424846,0.0007575315
False,0.942402184,0.0575978346
False,0.9994237423,0.0005762498
True,0.0161521062,0.9838479161
False,0.9909709096,0.0090291202
False,0.9859803319,0.0140196849
False,0.9994946122,0.0005053999
False,0.9992130399,0.0007869675
False,0.7321824431,0.2678175271
False,0.9867931008,0.0132068787
False,0.9992277622,0.0007722634
False,0.9994583726,0.0005416478
False,0.9995139241,0.0004860893
False,0.9921324253,0.0078675831
False,0.9434781671,0.0565218069
False,0.9955306053,0.0044693709
False,0.9910145402,0.00898547
False,0.9994264841,0.0005734877
False,0.9992488623,0.000751109
False,0.9994583726,0.0005416478
False,0.9986289144,0.0013710795
False,0.9913030267,0.0086969733
False,0.946413517,0.0535864905
False,0.9991492629,0.000850744
False,0.9911417961,0.008858189
False,0.9915089011,0.0084911063
False,0.9873338342,0.0126661453
False,0.9018794894,0.0981205329
False,0.8695517182,0.1304482967
False,0.9914755225,0.0085244998
False,0.9995761514,0.0004238714
False,0.9993539453,0.0006460374
False,0.9985591769,0.001440826
False,0.9991888404,0.0008111583
False,0.9910886288,0.0089113684
False,0.9887083769,0.0112916054
False,0.9994979501,0.0005020624
False,0.999396801,0.0006031916
False,0.999579668,0.0004203291
False,0.9895638824,0.0104361055
False,0.9995761514,0.0004238714
False,0.9992308617,0.0007691391
False,0.8207054138,0.1792945862
False,0.9994846582,0.0005153304
False,0.9011121392,0.0988878757
False,0.991577208,0.0084227724
False,0.9624624848,0.0375375338
False,0.9993246794,0.0006753309
False,0.9974099398,0.002590033
False,0.9982283711,0.0017716399
False,0.9993539453,0.0006460374
True,0.4717095792,0.5282904506
False,0.9917104244,0.0082895551
False,0.9885556102,0.011444387
False,0.6405391693,0.3594608307
False,0.9995803833,0.0004196086
False,0.9915639162,0.0084360568
False,0.9887942076,0.0112057775
False,0.9978480339,0.0021519864
False,0.9988943338,0.0011056399
False,0.9892354012,0.0107645728
False,0.9878551364,0.0121448617
False,0.9046210051,0.0953789875
False,0.9914281368,0.0085718567
False,0.990836978,0.0091630155
False,0.93193537,0.0680646375
False,0.9954901338,0.0045098448
False,0.9931013584,0.0068986514
False,0.9869440794,0.0130559048
False,0.9950253963,0.0049746265
False,0.9990408421,0.0009591465
False,0.9815903306,0.0184096899
True,0.1475897729,0.8524101973
False,0.991397202,0.0086028194
False,0.9399448037,0.0600551777
False,0.9964040518,0.0035959429
False,0.9921514988,0.00784849
False,0.9916243553,0.0083756316
False,0.9909056425,0.0090943398
False,0.9881462455,0.0118537303
False,0.997466743,0.0025332812
False,0.944437325,0.0555626974
False,0.9882178307,0.0117821721
False,0.955429554,0.0445704572
False,0.9992750883,0.0007248941
False,0.9982524514,0.0017475194
False,0.9913792014,0.0086207753
False,0.9944508672,0.0055491067
False,0.9937769175,0.0062230593
False,0.9636408687,0.0363591053
False,0.9991980195,0.0008020067
False,0.9685931206,0.0314069092
False,0.9994542599,0.0005457544
False,0.9981138706,0.0018861432
False,0.9981778264,0.0018221777
False,0.9887408018,0.011259214
False,0.9909690619,0.0090309465
False,0.9993407726,0.0006592333
False,0.9919798374,0.00802017
False,0.9974101782,0.0025897941
False,0.8098417521,0.1901582628
False,0.9819423556,0.0180576574
False,0.9988637567,0.0011362439
False,0.9913223386,0.0086776624
False,0.9900933504,0.0099066785
False,0.9956974387,0.0043025576
False,0.9906885624,0.0093114246
False,0.9936823249,0.0063176784
True,0.0008012821,0.9991987348
False,0.9915032983,0.0084967036
False,0.9993276596,0.0006723333
False,0.9986260533,0.0013739256
False,0.9892734289,0.0107265897
False,0.9916847348,0.0083152493
False,0.9994055033,0.0005944688
False,0.9993267059,0.0006732785
False,0.9829886556,0.0170113146
False,0.9965097904,0.0034901849
False,0.9860175848,0.0139824105
False,0.9993344545,0.0006655474
False,0.9984693527,0.0015306597
False,0.9987503886,0.0012495926
False,0.9896080494,0.0103919413
False,0.9993491769,0.0006508264
False,0.9992433786,0.0007566019
False,0.9967105389,0.003289436
False,0.9993433952,0.0006566329
False,0.9992082715,0.0007917556
False,0.9993738532,0.0006261663
False,0.9992565513,0.0007434263
False,0.9992609024,0.0007390769
False,0.9992709756,0.0007290131
False,0.9992813468,0.0007186588
False,0.9909237623,0.0090762228
False,0.9990184903,0.0009815174
False,0.989782989,0.0102170408
False,0.99129951,0.00870049
False,0.9991934299,0.0008065654
False,0.9993402958,0.0006596808
False,0.9991486669,0.000851311
False,0.9990717769,0.0009281979
False,0.996070981,0.0039290185
False,0.9994100928,0.0005898823
False,0.9987623096,0.0012377171
False,0.999342382,0.0006576031
False,0.999340713,0.0006592678
False,0.9980713129,0.0019286891
False,0.9992508292,0.0007491762
False,0.9863396287,0.0136603462
False,0.9992091656,0.0007908578
False,0.999304533,0.0006954542
False,0.9913743734,0.0086256238
False,0.9892332554,0.0107667241
False,0.9990397692,0.0009602031
False,0.9988325834,0.0011674297
False,0.9992645383,0.0007354361
False,0.9992132187,0.0007867794
False,0.9992552996,0.0007446837
False,0.9911927581,0.0088072475
False,0.9989950657,0.0010049106
False,0.9887182117,0.0112817753
False,0.9845532775,0.0154467504
False,0.9894428849,0.0105571272
False,0.9922133684,0.0077866605
False,0.9930049777,0.0069949995
False,0.999186933,0.0008130378
False,0.9608357549,0.0391642489
False,0.9991927147,0.0008072906
False,0.9995805621,0.0004194166
False,0.9987400174,0.0012600048
False,0.9990382791,0.0009616951
False,0.9992928505,0.0007071694
False,0.998354733,0.001645248
False,0.9990832806,0.0009167371
False,0.999127388,0.0008725976
False,0.8915088177,0.10849116
False,0.9992992878,0.0007007017
False,0.9991044998,0.0008955113
False,0.9859612584,0.0140387425
False,0.9960017204,0.0039982689
False,0.9989821911,0.0010177874
False,0.9992738962,0.0007260854
False,0.9994256496,0.000574355
False,0.9994050264,0.0005949841
False,0.9993834496,0.0006165644
False,0.9989115596,0.0010884629
False,0.9993552566,0.0006447369
False,0.9876779914,0.01232199
False,0.9901491404,0.0098508773
False,0.9839143753,0.0160856117
False,0.997843504,0.0021565182
False,0.9991570115,0.0008429712
False,0.9943640232,0.005635987
False,0.9986310005,0.0013690047
False,0.9990684986,0.0009315191
False,0.9886487126,0.011351292
False,0.9970236421,0.0029763388
False,0.9976755977,0.0023243809
False,0.9990269542,0.0009730456
False,0.9813188314,0.018681176
False,0.9971216917,0.0028783008
False,0.9911651611,0.0088348538
False,0.9989870787,0.0010128963
False,0.9979365468,0.0020634627
False,0.9838812351,0.0161187556
False,0.9924489856,0.0075510168
False,0.9981510043,0.0018489934
False,0.9991910458,0.000808936
False,0.9973712564,0.0026287409
False,0.9892910719,0.0107089179
False,0.9993261099,0.0006739071
False,0.9873521328,0.0126478653
False,0.806229949,0.1937700361
False,0.9894616008,0.0105383778
False,0.998685956,0.0013140382
False,0.9986824393,0.0013175677
False,0.9944527149,0.0055472665
False,0.987823844,0.0121761467
False,0.9987419248,0.0012580793
False,0.9049457312,0.0950542763
False,0.9911186695,0.0088813277
False,0.9896429777,0.0103570325
False,0.9901443124,0.0098556979
False,0.9992415905,0.0007583808
False,0.998737216,0.0012627583
False,0.9993526936,0.0006472968
False,0.9898180962,0.010181875
False,0.9313521981,0.0686478242
False,0.9877188206,0.0122811636
False,0.9992728829,0.0007271186
False,0.9899503589,0.0100496644
False,0.9909370542,0.00906293
False,0.9981535077,0.0018464994
False,0.9993749857,0.0006250151
False,0.9917638302,0.0082361689
False,0.9978810549,0.002118923
False,0.9989606142,0.0010393803
False,0.9919320941,0.0080679348
False,0.9918474555,0.0081525436
False,0.9960690737,0.003930904
False,0.9983138442,0.0016861435
False,0.9992576838,0.0007422956
False,0.999238193,0.0007618085
False,0.7876064181,0.2123936117
False,0.9908156991,0.0091842832
False,0.9887966514,0.0112033533
False,0.9988911152,0.0011089086
False,0.9975453615,0.0024546338
True,0.1499083042,0.8500916958
False,0.9991082549,0.0008917471
False,0.9970011115,0.0029988885
False,0.9004830718,0.0995169058
False,0.9993193746,0.000680596
False,0.999322474,0.0006775545
False,0.9989400506,0.0010599316
False,0.9982249141,0.0017750597
False,0.7977690101,0.2022310048
False,0.9058906436,0.094109349
False,0.9502125382,0.0497874767
False,0.9879865646,0.0120134586
False,0.9912356734,0.0087642977
False,0.9231619835,0.0768379942
False,0.9792194366,0.0207805727
True,0.4818717241,0.5181282759
False,0.9982258081,0.0017741874
False,0.9994820356,0.0005179507
False,0.9988596439,0.0011403851
False,0.9908508062,0.0091492198
False,0.9918084741,0.0081915436
False,0.9992752075,0.0007248056
False,0.9994806647,0.0005193395
False,0.9874761105,0.0125239044
False,0.9965061545,0.0034938669
False,0.9992150664,0.0007849513
False,0.9884255528,0.011574449
False,0.9988444448,0.0011555284
False,0.9989828467,0.001017128
False,0.9993409514,0.0006590462
False,0.9958939552,0.0041060322
False,0.995952189,0.004047805
False,0.9917176962,0.0082823234
False,0.9993622303,0.0006377946
False,0.9993357062,0.0006642919
False,0.999499321,0.0005006786
False,0.9994183779,0.0005816254
False,0.9978331327,0.0021668465
False,0.9989719987,0.0010280024
False,0.9995089769,0.0004910475
False,0.9992985129,0.0007015168
False,0.9991883039,0.0008117012
False,0.9987637401,0.0012362389
False,0.9917129874,0.0082870126
False,0.9991185665,0.0008814155
False,0.9911821485,0.0088178329
False,0.9953944683,0.0046055396
False,0.9992818832,0.0007181341
False,0.9842413068,0.0157586969
False,0.9985140562,0.0014859282
False,0.9990582466,0.0009417255
False,0.9990510941,0.0009488769
False,0.9994183779,0.0005816423
False,0.9965386987,0.0034613234
False,0.9991174936,0.0008824935
False,0.9676588178,0.0323411822
False,0.9989714026,0.0010285847
False,0.9929322004,0.0070677809
False,0.9990616441,0.0009383821
False,0.9843171835,0.0156828351
False,0.9910601377,0.0089398744
False,0.9797361493,0.0202638302
False,0.9928609729,0.0071390155
False,0.906404078,0.0935959294
False,0.9912537932,0.00874619
False,0.9986246824,0.0013753418
False,0.986559391,0.0134406155
False,0.9994900227,0.0005099645
False,0.9993620515,0.0006379575
False,0.9993870258,0.0006129547
False,0.9961400628,0.0038599363
False,0.9992700219,0.000729984
False,0.9992865324,0.0007134511
False,0.9912029505,0.0087970216
True,0.0155852102,0.9844148159
False,0.9985678792,0.0014321099
False,0.9989390373,0.0010609578
False,0.6944877505,0.3055122495
True,0.3045343161,0.6954656839
False,0.9983442426,0.0016557804
False,0.9958837628,0.0041162139
False,0.9901086092,0.0098913973
False,0.9988392591,0.0011607694
False,0.96206671,0.0379333086
False,0.9987391829,0.0012608344
False,0.9984600544,0.0015399647
False,0.9872797728,0.0127202468
False,0.9993126392,0.0006873683
False,0.9918545485,0.0081454581
False,0.9887410998,0.0112589104
False,0.991522193,0.0084778164
False,0.9533151388,0.0466848463
False,0.9913523197,0.0086476533
False,0.9928305149,0.0071694949
False,0.5555561185,0.4444438815
False,0.9888622165,0.011137791
False,0.8632069826,0.1367930025
False,0.9881462455,0.011853775
False,0.9991853833,0.0008146234
False,0.8495185971,0.1504814029
False,0.9850940704,0.0149059333
False,0.9990711808,0.000928842
False,0.9991143942,0.0008855845
False,0.9985689521,0.0014310678
False,0.9943141341,0.005685851
False,0.9613330364,0.0386669599
False,0.99131006,0.0086899661
False,0.9985548258,0.0014451904
True,0.1146175265,0.8853824735
False,0.9869991541,0.0130008282
False,0.9909400344,0.0090599917
False,0.9990394115,0.0009605851
False,0.9901053905,0.0098946029
False,0.9561228156,0.0438771993
False,0.9994310737,0.0005689513
False,0.9980579019,0.0019421224
False,0.999107182,0.0008928339
True,0.4008536935,0.5991463065
False,0.990285635,0.0097143715
False,0.9972420335,0.0027579884
False,0.9505932331,0.0494067445
False,0.9989452958,0.0010547258
False,0.9958046079,0.0041953805
False,0.9978260994,0.0021739164
False,0.9910214543,0.0089785168
False,0.9992583394,0.0007416516
False,0.9953573942,0.0046425895
False,0.9992589355,0.0007410769
False,0.9983838201,0.0016162066
False,0.9907761812,0.0092238123
False,0.9894343019,0.0105657084
False,0.9990630746,0.0009369158
False,0.9904091358,0.0095908633
False,0.999047339,0.0009526659
False,0.8451404572,0.1548595577
False,0.9955477715,0.0044522574
False,0.9990726709,0.0009273206
False,0.9975026846,0.0024972905
False,0.9989414215,0.0010586003
False,0.9992155433,0.0007844367
False,0.9991718531,0.0008281224
False,0.9993098974,0.0006901317
False,0.9991696477,0.0008303708
False,0.9991515279,0.0008484939
False,0.9993041158,0.0006958749
False,0.9895682335,0.0104317395
False,0.9991384149,0.0008616056
False,0.99903965,0.0009603564
False,0.9776009917,0.0223989952
False,0.998585999,0.0014140198
False,0.9938072562,0.0061927331
False,0.9978610277,0.0021389669
False,0.9979828,0.0020171704
False,0.9989520907,0.0010479264
False,0.9792121649,0.0207878593
False,0.9990482926,0.0009517052
False,0.9976950288,0.00230495
False,0.989151895,0.010848091
True,0.3462337852,0.6537662148
False,0.9991469979,0.0008529754
False,0.9993466735,0.0006533145
False,0.9993389845,0.0006610313
False,0.9976716638,0.0023283192
False,0.9984965324,0.0015034757
False,0.9987872839,0.0012127156
False,0.9992904067,0.0007095961
False,0.9988992214,0.0011007665
False,0.9891286492,0.0108713508
False,0.9979740977,0.0020259118
False,0.8879857659,0.1120142043
False,0.9799639583,0.0200360343
False,0.9993634224,0.0006365656
False,0.9993366003,0.0006634183
False,0.9993006587,0.0006993626
False,0.9992365241,0.000763453
False,0.9974157214,0.0025842725
False,0.9992040992,0.0007958926
False,0.9991880059,0.0008120236
False,0.9993944168,0.0006056103
False,0.9909310341,0.0090689864
False,0.989731133,0.01026884
False,0.9995336533,0.0004663443
False,0.9992496967,0.0007502901
False,0.9994346499,0.0005653757
False,0.9926608801,0.0073391176
False,0.9867425561,0.0132574281
False,0.8707870841,0.1292129457
False,0.9991657138,0.0008342861
False,0.9992599487,0.0007400763
False,0.9994412065,0.0005588018
False,0.9990006685,0.0009993094
False,0.9915438294,0.0084561463
False,0.9955118299,0.0044881753
False,0.9990126491,0.0009873409
False,0.993476212,0.0065237898
False,0.9992139935,0.0007860116
False,0.9922834039,0.0077165929
False,0.9994072318,0.0005927744
False,0.9991472363,0.0008527526
False,0.9994974732,0.0005025268
False,0.9993084669,0.0006915102
False,0.9991663694,0.0008336281
False,0.773509562,0.2264904529
False,0.9880125523,0.0119874561
False,0.9681084752,0.0318915397
False,0.9890409708,0.0109590059
False,0.9994416833,0.0005583373
False,0.8344739079,0.165526107
False,0.9981528521,0.0018471449
False,0.9714677334,0.0285322461
False,0.9988022447,0.0011977757
False,0.9915639162,0.008436094
False,0.9954228401,0.004577158
False,0.9993082881,0.0006916845
False,0.9988700747,0.0011299137
False,0.9993766546,0.0006233302
False,0.9818072319,0.0181927439
False,0.989571631,0.0104283849
False,0.9985401034,0.0014599096
False,0.9921851754,0.0078148199
False,0.9880760312,0.0119239977
False,0.999466002,0.0005340049
False,0.9947665334,0.0052334466
False,0.9994567633,0.0005432378
False,0.9990718961,0.0009281262
False,0.9916613698,0.0083386572
False,0.9099006057,0.090099372
False,0.9904094338,0.0095905457
False,0.9899736643,0.0100263618
False,0.9994898438,0.0005101737
False,0.9605816007,0.0394183919
False,0.9973867536,0.0026132711
False,0.9989647269,0.0010352997
False,0.9994255304,0.0005744794
False,0.9414843917,0.0585155971
False,0.9988844395,0.0011155821
False,0.9905875325,0.0094124693
False,0.9910874367,0.008912567
False,0.9993720651,0.0006279281
False,0.9912481308,0.0087518543
False,0.9990544915,0.0009455174
False,0.9977831244,0.0022168499
False,0.9880421758,0.0119578484
False,0.9994501472,0.0005498814
False,0.9987158775,0.0012841134
False,0.835352838,0.1646471471
False,0.9927446246,0.0072553782
False,0.99864465,0.001355373
False,0.9475144744,0.0524855517
False,0.9993700981,0.0006298907
False,0.9846317172,0.01536828
False,0.9943338037,0.0056661787
False,0.9892688394,0.0107311774
False,0.9992597103,0.0007403163
False,0.9993268251,0.0006731459
False,0.6130492687,0.3869507313
False,0.9901330471,0.0098669771
False,0.9891803861,0.010819627
False,0.9902001619,0.0097998502
False,0.9988202453,0.0011797417
False,0.9975703359,0.0024296932
False,0.9953826666,0.0046173297
False,0.9856470227,0.0143530006
False,0.9993488193,0.0006511743
False,0.9987899065,0.0012100675
False,0.9992343187,0.000765671
False,0.9905222654,0.0094777495
False,0.9992643595,0.0007356597
False,0.9989231825,0.0010768155
False,0.9878847003,0.012115323
False,0.9989355803,0.0010643922
False,0.990532279,0.0094677275
True,0.0061298078,0.9938701987
False,0.9966678619,0.0033321094
False,0.9666324258,0.0333675854
False,0.9912347198,0.0087652579
False,0.9991050959,0.0008949099
False,0.9987254143,0.0012746054
False,0.9680452347,0.031954743
False,0.9897921085,0.0102078766
False,0.999281466,0.0007185415
False,0.9872748852,0.0127250878
False,0.9957375526,0.0042624502
False,0.9988868237,0.0011131821
False,0.9047117233,0.0952882469
False,0.9917555451,0.0082444409
False,0.9987981915,0.0012017881
False,0.9800190926,0.0199809242
False,0.9986639023,0.0013360705
False,0.8265361786,0.1734638363
False,0.8643191457,0.1356808394
False,0.9994914532,0.0005085261
False,0.9991631508,0.0008368486
False,0.9872179031,0.0127820848
False,0.9880001545,0.0119998641
False,0.9914627671,0.0085372049
False,0.9872972369,0.0127027379
False,0.9973443151,0.002655657
False,0.991428256,0.0085717626
False,0.976025641,0.0239743683
False,0.9992848635,0.0007151266
False,0.9993565679,0.0006434342
False,0.9912675619,0.0087324595
False,0.9988332987,0.0011667162
False,0.9861612916,0.0138387065
False,0.9984219074,0.001578117
False,0.9896618128,0.0103381751
False,0.9994974732,0.0005025268
False,0.9991780519,0.0008219509
False,0.9990830421,0.0009169563
False,0.9991102219,0.0008897781
False,0.996062398,0.003937623
False,0.9974027872,0.0025971921
False,0.9915808439,0.0084191319
False,0.9993061423,0.0006938313
False,0.9873095155,0.0126905115
