followers,likes,publisher,url
0,0,Iowa City Press Citizen,0
0,0,Oumma.com: point de vue musulman sur l'actualitÌ´åÌ´å,0
0,0,PR Newswire,0
0,0,ENPI Info Centre,0
0,0,WATE 6 On Your Side,0
0,0,SILive.com,0
0,0,Ilford Recorder 24,0
0,0,MLT News,0
0,0,Timmins Press,0
0,0,Coast Reporter,0
0,0,MediaPost Communications,0
0,0,Inside Edition,0
0,0,Kashmir Media Service,0
0,0,Mining Journal (subscription),0
0,0,AFP via Yahoo UK & Ireland Finance,0
0,0,Business News Americas (subscription),0
0,0,Slate.fr,0
0,0,Exchange Rates UK,0
0,0,Credit.com via Yahoo! Finance,0
0,0,RealClearMarkets,0
0,0,Oklahoma&#39;s NewsChannel 4,0
0,0,POLITICO.eu,0
0,0,Edmonton Journal,0
0,0,Barron's,0
0,0,Rudaw,0
0,0,University of Virginia,0
0,0,Kitsap Sun,0
0,0,KOAM-TV Pittsburg,0
0,0,Houston Chronicle,0
0,0,Arkansas Democrat-Gazette,0
0,0,FOX 6 Milwaukee,0
0,0,Investor's Business Daily,0
0,0,Lawrence Journal-World,0
0,0,Highsnobiety,0
0,0,HSUS News,0
0,0,AdAge.com,0
0,0,Rising Kashmir Daily English Newspaper,0
0,0,Business News Daily,0
0,0,Tax-News.com,0
0,0,Virtualization Review,0
0,0,St. Lucia Times Online News (press release),0
0,0,Irish Legal News,0
0,0,International Solidarity Movement,0
0,0,Tunisia Live,0
0,0,WMUR Manchester,0
0,0,Winnipeg Free Press,0
0,0,NextShark,0
0,0,CNET via Yahoo! Finance,0
0,0,Fond du Lac Reporter,0
0,0,Newton Press Mentor,0
0,0,Kokomo Tribune,0
0,0,Flavorwire,0
0,0,The Guardian Nigeria (satire) (press release) (blog),0
0,0,ActionNewsJax.com,0
0,0,The Arab Daily News,0
0,0,Burlington County Times (subscription),0
0,0,Peter Greenberg.com Travel News,0
0,0,Pacific Standard,0
0,0,WBAL Radio,0
0,0,The New Orleans Advocate,0
0,0,UN News Centre,0
0,0,iT News,0
0,0,TechRepublic via Yahoo! News,0
0,0,Baltimore Sun,0
0,0,Arutz Sheva,0
0,0,Wichita Eagle,0
0,0,Hexa News,0
0,0,Lawfare (blog),0
0,0,The Wall Street Journal,0
0,0,Gallup,0
0,0,GMA News Online,0
0,0,MarketWatch via Yahoo! Finance India,0
0,0,Maison des Droits de l'Homme de Limoges,0
0,0,Independent Online,0
0,0,Slugger O'Toole,0
0,0,Albanian Daily News,0
0,0,Greater Greater Washington,0
0,0,Coventry Telegraph,0
0,0,Times News,0
0,0,Buenos Aires Herald,0
0,0,Middle East Newsline,0
0,0,US 99.5,0
0,0,hellomagazine.com,0
0,0,Syria Deeply,0
0,0,www.worldbulletin.net,0
0,0,Rhode Island Public Radio,0
0,0,NBC Chicago,0
0,0,iMediaEthics,0
0,0,International Business Times AU,0
0,0,Carroll County Times,0
0,0,KAPP,0
0,0,RenewAmerica,0
0,0,Antigua Observer,0
0,0,Interfax,0
0,0,The Star Online,0
0,0,kfor.com,0
0,0,Wisconsin Gazette,0
0,0,Sentinel & Enterprise,0
0,0,Education Week (subscription),0
0,0,Swarajya,0
0,0,Yahoo Finance via Yahoo! News,0
0,0,San Antonio Express-News (subscription),0
0,0,Tech Insider,0
0,0,Premier,0
0,0,York Daily Record/Sunday News,0
0,0,"The Tech Report, LLC",0
0,0,Crikey,0
0,0,BizPac Review,0
0,0,WTVM,0
0,0,ClaimsJournal.com,0
0,0,Sahara Reporters,0
0,0,Money Marketing Online,0
0,0,American Free Press,0
0,0,Push Square,0
0,0,Committee for Accuracy in Middle East Reporting in America (blog),0
0,0,Technology Personalized,0
0,0,FOX 46 Charlotte,0
0,0,Becker's Orthopedic & Spine,0
0,0,Transport Topics Online,0
0,0,Telegraph via Yahoo UK & Ireland Finance,0
0,0,The Vista Voice,0
0,0,The Telegram,0
0,0,Novinite,0
0,0,WJBF-TV,0
0,0,Mitzpeh (press release),0
0,0,Recycling International,0
0,0,Merced Sun-Star,0
0,0,Times Colonist,0
0,0,The Link,0
0,0,Inquirer.net,0
0,0,The Evening Sun,0
0,0,ABC 13 Houston,0
0,0,This Is Money,0
0,0,LinkedIn (blog),0
0,0,INFORUM,0
0,0,Insurance Journal,0
0,0,Omaha World-Herald,0
0,0,Jerusalem Post Israel News,0
0,0,NATO HQ (press release),0
0,0,The Rock Hill Herald,0
0,0,WCPO,0
0,0,People's World,0
0,0,DailyFX via Yahoo! Finance,0
0,0,Haaretz Daily,0
0,0,Appeal-Democrat,0
0,0,Christian News Network,0
0,0,Le Parisien,0
0,0,DesMoinesRegister.com,0
0,0,San Jose Mercury News media center,0
0,0,Gigaom,0
0,0,Liberty News Now,0
0,0,Kelowna Capital News,0
0,0,The Daily Collegian Online,0
0,0,PV-Tech,0
0,0,Hawaii 24/7 (press release),0
0,0,The Sofia Globe,0
0,0,MWC News,0
0,0,Meriden Record-Journal,0
0,0,Santa Fe Reporter,0
0,0,Baytown Sun,0
0,0,Australian Aviation,0
0,0,The Maitland Mercury,0
0,0,Darien News-Review,0
0,0,Natural Resources Defense Council,0
0,0,Muncie Star Press,0
0,0,Yahoo News Digest,0
0,0,Gold Seek,0
0,0,Dhaka Tribune,0
0,0,Microsoft - Channel 9,0
0,0,Progress Illinois,0
0,0,St. Catharines Standard,0
0,0,Cloud Tech,0
0,0,Foreign Policy Journal,0
0,0,Hollywood Reporter,0
0,0,DailyNews,0
0,0,Streetsblog New York (blog),0
0,0,Naked Security (blog),0
0,0,ABC 26 New Orleans,0
0,0,Digitimes,0
0,0,Seeker,0
0,0,Southernminn.com,0
0,0,Bullard Banner News,0
0,0,Yeshiva World News,0
0,0,WMPoweruser.com,0
0,0,Coconuts Bangkok,0
0,0,Marketwired via Yahoo Canada Finance,0
0,0,Alton Telegraph,0
0,0,I am in dna of India,0
0,0,Jackson Clarion Ledger,0
0,0,AFP Relax News via Yahoo! News,0
0,0,KGMI,0
0,0,uuworld.org,0
0,0,The Desert Sun,0
0,0,TVLine,0
0,0,Poughkeepsie Journal,0
0,0,ITV News,0
0,0,KFDI,0
0,0,The Medina County Gazette,0
0,0,Philly.com (blog),0
0,0,Thanh NiÌ´åÌ´ån,0
0,0,WRCB-TV,0
0,0,Briefing.com via Yahoo! Finance,0
0,0,The Japan Times,0
0,0,KVUE,0
0,0,AsiaOne,0
0,0,Fair Observer,0
0,0,Sustainable Brands,0
0,0,Zawya (registration),0
0,0,TV Technology,0
0,0,economia,0
0,0,The New Statesman,0
0,0,The Sydney Morning Herald,0
0,0,Game Revolution,0
0,0,Politico (blog),0
0,0,SOHH,0
0,0,THISDAY Live,0
0,0,Artslink.co.za News (press release),0
0,0,MIT Technology Review,0
0,0,WBIR.com,0
0,0,Sky News via Yahoo Canada News,0
0,0,Business Solutions Magazine,0
0,0,The Peak,0
0,0,The Rushville Republican,0
0,0,Charlotte Business Journal,0
0,0,Naples Daily News,0
0,0,Money,0
0,0,Markets Morning,0
0,0,Phandroid.com,0
0,0,Iceland Monitor,0
0,0,Essex Chronicle,0
0,0,OurQuadCities,0
0,0,The Colorado Independent,0
0,0,WQOW Eau Claire,0
0,0,WLBT 3 Jackson,0
0,0,KCBD-TV Lubbock,0
0,0,Lexington Herald-Leader,0
0,0,Energy Matters,0
0,0,Bryan-College Station Eagle,0
0,0,Arab Times Kuwait English Daily,0
0,0,Domain News,0
0,0,Pulitzer Center on Crisis Reporting,0
0,0,WPBF West Palm Beach,0
0,0,Obstacle Racing Media (press release) (blog),0
0,0,FT Adviser,0
0,0,Observer,0
0,0,Myanmar Times,0
0,0,Memphis Daily News (blog),0
0,0,Florida Trend,0
0,0,ESPN,0
0,0,The Memphis Daily News,0
0,0,Sputnik France,0
0,0,Gamereactor UK,0
0,0,The Sacramento Bee,0
0,0,Jacksonville Daily Progress,0
0,0,THE BUSINESS TIMES,0
0,0,The Economist (blog),0
0,0,Mixmag,0
0,0,Proactive Investors UK,0
0,0,Al-Bawaba,0
0,0,York Dispatch,0
0,0,Mobile Computing Today,0
0,0,Mobile & Apps,0
0,0,Science World Report,0
0,0,SeeNews Renewables,0
0,0,Peterborough Telegraph,0
0,0,FinanceAsia,0
0,0,MoneyWeek,0
0,0,Redding Record Searchlight,0
0,0,Mac Kung Fu (satire) (blog),0
0,0,Big News Network.com,0
0,0,Human Resources Online,0
0,0,KFVS,0
0,0,India Today,0
0,0,NewsDay,0
0,0,TDM.com,0
0,0,Norman Transcript,0
0,0,Memorial Examiner,0
0,0,The Sudbury Star,0
0,0,The Hindu,0
0,0,Vancouver Sun (blog),0
0,0,The MIT Tech,0
0,0,Campus Reform,0
0,0,Design & Trend,0
0,0,WBOC TV 16,0
0,0,WECT 6 Wilmington,0
0,0,San Diego Jewish World,0
0,0,WBIR-TV,0
0,0,Peninsula Clarion,0
0,0,Washington Business Journal,0
0,0,The Art Newspaper,0
0,0,InfoToday.com,0
0,0,The Borneo Post,0
0,0,The Real News Network (blog),0
0,0,IB Times via Yahoo! Singapore News,0
0,0,Goal.com,0
0,0,The Border Mail,0
0,0,Dallas Morning News (blog),0
0,0,Osun Defender,0
0,0,Global News,0
0,0,KCCI Des Moines,0
0,0,Information Age,0
0,0,Chicago Business Journal,0
0,0,Bulletin of the Atomic Scientists,0
0,0,PRNewser,0
0,0,The Sunday Times,0
0,0,Leader Journal,0
0,0,Miami Herald,0
0,0,Out-Law.com,0
0,0,AFP Relax via Yahoo! Singapore News,0
0,0,Jackson Sun,0
0,0,AppAdvice,0
0,0,Ruidoso News,0
0,0,Hamilton Spectator,0
0,0,Tyler Morning Telegraph,0
0,0,wtkr.com,0
0,0,Cities Today,0
0,0,Coconuts Hong Kong,0
0,0,Deadline,0
0,0,New York's PIX11 / WPIX-TV,0
0,0,Travolution,0
0,0,AMEinfo,0
0,0,Publishers Weekly (blog),0
0,0,FOX 11 Los Angeles,0
0,0,New York Times,0
0,0,SooToday.com,0
0,0,Equilibrio Informativo,0
0,0,4NI,0
0,0,RadioFreeEurope/RadioLiberty,0
0,0,Island Packet,0
0,0,International Federation of Red Cross and Red Crescent Societies,0
0,0,Dallas Morning News,0
0,0,Jackson Hole News & Guide,0
0,0,PersonnelToday.com,0
0,0,2paragraphs.com,0
0,0,San Angelo Standard Times,0
0,0,leJSD,0
0,0,Mineweb,0
0,0,International Business Times,0
0,0,Newshub (blog),0
0,0,CBS Local,0
0,0,Wrestlezone,0
0,0,FOX31 Denver,0
0,0,CityMetric,0
0,0,Canadian Mining Journal,0
0,0,The Local,0
0,0,Daily Sun,0
0,0,Press Release Service (press release),0
0,0,CNN Money,0
0,0,Daily Mail,0
0,0,The Kansas City Star,0
0,0,Harvard Law Record,0
0,0,Fox5NY,0
0,0,Associated Press via Yahoo UK & Ireland Finance,0
0,0,Inside NoVA,0
0,0,EllwoodCity.org,0
0,0,Tasnim News Agency (press release),0
0,0,UD Daily,0
0,0,ANINEWS,0
0,0,Hybrid Cars News,0
0,0,The Flagship,0
0,0,The Canton Repository,0
0,0,Computer Dealer News,0
0,0,Nehanda Radio,0
0,0,Jerusalem Center for Public Affairs,0
0,0,Storypick,0
0,0,The Voice Herald (blog),0
0,0,WTOV Steubenville,0
0,0,ABC17News.com,0
0,0,CNET via Yahoo! News,0
0,0,Good News Pilipinas,0
0,0,Your Middle East,0
0,0,SB Nation,0
0,0,STAT,0
0,0,/FILM,0
0,0,The Atlantic via Yahoo Canada News,0
0,0,WJXT Jacksonville,0
0,0,Autocar,0
0,0,FOX 43 Harrisburg,0
0,0,Albuquerque Journal,0
0,0,The American Conservative,0
0,0,TVPredictions.com,0
0,0,Bloomberg Government (blog),0
0,0,Tech Media Network (Laptop) via Yahoo! News,0
0,0,Sutherland Northern Times,0
0,0,Radio.com Music and Entertainment News,0
0,0,Artforum,0
0,0,Daily Press,0
0,0,Business Wire via Yahoo! Finance India,0
0,0,AirForceTimes.com,0
0,0,Quincy Herald-Whig,0
0,0,Rappler,0
0,0,CondÌÎå© Nast Traveller,0
0,0,Christian Science Monitor via Yahoo Canada News,0
0,0,IndustryWeek,0
0,0,WEAU,0
0,0,Pplware,0
0,0,Reuters via Yahoo! Philippines Sports,0
0,0,Sacramento Business Journal,0
0,0,DunyaNews Pakistan (blog),0
0,0,Marketwired via Yahoo! Finance,0
0,0,HITC,0
0,0,Geek.com,0
0,0,International Business Times via Yahoo UK & Ireland News,0
0,0,MaltaToday,0
0,0,VICE News,0
0,0,Afrik.com,0
0,0,The Local.es,0
0,0,EventHubs,0
0,0,Firstpost,0
0,0,News & Observer,0
0,0,The Independent,0
0,0,Kewanee Star Courier,0
0,0,Canada Politics via Yahoo Canada News,0
0,0,Michigan Radio,0
0,0,The Connexion,0
0,0,ReadWrite,0
0,0,3DPrint.com,0
0,0,Upworthy,0
0,0,GlobalMeatNews.com,0
0,0,Syracuse University News,0
0,0,Business Wire,0
0,0,The Youngstown Vindicator,0
0,0,AmeriPublications,0
0,0,Sarnia Observer,0
0,0,Bournemouth Echo,0
0,0,WAGM,0
0,0,Lincolnshire Echo,0
0,0,Digital Trends via Yahoo UK & Ireland News,0
0,0,City Limits,0
0,0,Economics21,0
0,0,Justmeans,0
0,0,Herts and Essex Observer,0
0,0,Digital Journal,0
0,0,CTV Toronto,0
0,0,WWAY NewsChannel 3,0
0,0,Hampshire Chronicle,0
0,0,Singapore Business Review via Yahoo! Finance,0
0,0,Buckingham Advertiser,0
0,0,Ecumenical News,0
0,0,Associated Press via Yahoo! New Zealand Finance,0
0,0,amNY,0
0,0,Atlanta Journal Constitution,0
0,0,TorrentFreak,0
0,0,MarketWatch via Yahoo! New Zealand Finance,0
0,0,FSView,0
0,0,RealClearPolitics,0
0,0,Shanghaiist,0
0,0,The Stack,0
0,0,Rwanda News Agency (registration),0
0,0,Cherwell Online,0
0,0,CBSSports.com,0
0,0,Morningstar,0
0,0,Longview News-Journal,0
0,0,Forbes,0
0,0,Electronics Weekly (blog),0
0,0,12 News Phoenix,0
0,0,just-style.com (subscription),0
0,0,Gizmodo,0
0,0,WWL,0
0,0,HIT Consultant,0
0,0,CJOB,0
0,0,Mobile Burn,0
0,0,Charisma News,0
0,0,The Globe and Mail,0
0,0,Yeni Ì´åÌ´åafak English (press release),0
0,0,Tech.Co,0
0,0,13WMAZ,0
0,0,The Killeen Daily Herald,0
0,0,Pittsburgh Business Times (blog),0
0,0,Fiji Sun Online,0
0,0,TheJournal.ie via Yahoo UK & Ireland Finance,0
0,0,Sporting News via Yahoo! Sports,0
0,0,Palestine News Network,0
0,0,The Economist,0
0,0,PC PowerPlay,0
0,0,Netimperative,0
0,0,Independent Tribune,0
0,0,The Ithaca Voice,0
0,0,XDA Developers (blog),0
0,0,Spiked,0
0,0,Anime News Network,0
0,0,Truth In Media,0
0,0,Tuoitrenews (press release),0
0,0,mySanAntonio.com (blog),0
0,0,Healthcare IT News,0
0,0,Gulf News via Yahoo Maktoob News,0
0,0,The Climate Group,0
0,0,WDAM-TV,0
0,0,For The Win,0
0,0,Le Monde,0
0,0,WMCTV Memphis,0
0,0,FOX 11 Reno,0
0,0,The Sunday Times Sri Lanka,0
0,0,Arab News via Yahoo Maktoob News,0
0,0,Canadian HR Reporter,0
0,0,Data Center Knowledge,0
0,0,The Pasadena Star-News,0
0,0,The News Tribune,0
0,0,Gossip Monthly Magazine,0
0,0,MakeUseOf,0
0,0,Vine Report,0
0,0,The Takeaway (blog),0
0,0,MFA China,0
0,0,WGEM,0
0,0,GamingBolt,0
0,0,Hickory Daily Record,0
0,0,IANS India Private Limited via Yahoo! India News,0
0,0,The Corner Economic,0
0,0,FOX 59 Indianapolis,0
0,0,Light Reading,0
0,0,Long Island Business News,0
0,0,Kgab,0
0,0,Cornish Guardian,0
0,0,Go Certify,0
0,0,Greenbot,0
0,0,Honolulu Star-Advertiser,0
0,0,Platts,0
0,0,WHSV,0
0,0,CleanTechnica,0
0,0,The Wesleyan Argus,0
0,0,Tech Pinas,0
0,0,theTrumpet.com,0
0,0,The Nation Newspaper,0
0,0,Leamington Courier,0
0,0,WAMC,0
0,0,Daily Sabah,0
0,0,MarineLink,0
0,0,Reno Gazette-Journal,0
0,0,FuelFix (blog),0
0,0,The Africa Report,0
0,0,WAVY-TV,0
0,0,NBC Southern California,0
0,0,WISN 12 Milwaukee,0
0,0,East Oregonian (subscription),0
0,0,Page Six,0
0,0,WXOW 19 La Crosse,0
0,0,KIMT 3,0
0,0,London School of Business and Finance (blog),0
0,0,The Ottawa Times,0
0,0,Euromoney magazine,0
0,0,HÌ´åÌ´å Ni Mi,0
0,0,Voice Chronicle,0
0,0,Associated Press via Yahoo! Singapore News,0
0,0,Richmond County Daily Journal,0
0,0,stiripesurse.ro (Comunicat de PresÌ´åÌ´å),0
0,0,KVOA Tucson News,0
0,0,KPRC Local 2 Houston,0
0,0,Al Jazeera via Yahoo UK & Ireland News,0
0,0,The Gleaner,0
0,0,GamesIndustry.biz,0
0,0,Vogue.co.uk,0
0,0,RI Future,0
0,0,The Holmes Report,0
0,0,Electronics Weekly,0
0,0,News24,0
0,0,Dividend.com,0
0,0,BBC NI,0
0,0,Shillong Times,0
0,0,On Line opinion,0
0,0,swissinfo.ch,0
0,0,Media Life Magazine,0
0,0,Daily Pakistan,0
0,0,News.com.au Travel,0
0,0,kwwl.com,0
0,0,My Twin Tiers.com,0
0,0,Radio New Zealand,0
0,0,Kotatv,0
0,0,Edmunds.com,0
0,0,The Wall Street Journal via Yahoo!7 Finance,0
0,0,io9,0
0,0,Live 5 News Charleston,0
0,0,New Hampshire Union Leader,0
0,0,CBS Dallas - Fort Worth,0
0,0,The Sarasota Herald-Tribune,0
0,0,Overlawyered,0
0,0,Eater DC,0
0,0,New Historian,0
0,0,Medical Xpress,0
0,0,leJDD.fr,0
0,0,The Coloradoan,0
0,0,TechRez,0
0,0,The Indian Express (blog),0
0,0,CBS Baltimore,0
0,0,STRATFOR,0
0,0,LBC 97.3,0
0,0,Brazil-Arab News Agency (ANBA),0
0,0,Byron Shire News,0
0,0,Government of Ontario News,0
0,0,The Business of Fashion,0
0,0,Nerdist,0
0,0,WTMJ (press release) (subscription) (blog),0
0,0,CBS 5 Phoenix,0
0,0,E-Commerce Times,0
0,0,PMLiVE (blog),0
0,0,Canadian Mortgage Broker News,0
0,0,Wausau Daily Herald,0
0,0,Arab American News,0
0,0,Greater Kashmir,0
0,0,GoldSeek.com,0
0,0,Seeker (registration) (blog),0
0,0,HSUS News (blog),0
0,0,Advanced Television,0
0,0,NBC 29 News,0
0,0,Hornell Evening Tribune,0
0,0,WRTV Indianapolis,0
0,0,Macworld UK,0
0,0,Palm Beach Post,0
0,0,Charleston Post Courier,0
0,0,KPLR 11 St. Louis,0
0,0,Zacks via Yahoo!7 Finance,0
0,0,CNN,0
0,0,Delmarva Daily Times,0
0,0,Associated Press via Yahoo! Philippines News,0
0,0,Cincinnati.com,0
0,0,The Hacked News,0
0,0,Business Insider via Yahoo UK & Ireland Finance,0
0,0,Din Merican,0
0,0,Shiny Shiny,0
0,0,Discovery News,0
0,0,Web India,0
0,0,WNYC New York Public Radio,0
0,0,Jspace News,0
0,0,NOW Magazine,0
0,0,KTVB.com,0
0,0,High Plains Journal,0
0,0,SHRM,0
0,0,Jalopnik,0
0,0,Virgin Islands Daily News,0
0,0,Yorkton News Review,0
0,0,Balkan Insight,0
0,0,Big Think,0
0,0,Canadian Jewish News,0
0,0,Newstalk 106-108 fm,0
0,0,MyAJC,0
0,0,Namibian,0
0,0,The Argus-Press,0
0,0,The Memo,0
0,0,artnet News,0
0,0,Munchies_ Food by VICE,0
0,0,Access Washington,0
0,0,kpfa 94.1fm,0
0,0,Business Wire via Yahoo UK & Ireland Finance,0
0,0,wreg.com,0
0,0,Channel 24,0
0,0,Times of Malta (blog),0
0,0,Europe Online Magazine,0
0,0,Campus Technology,0
0,0,Fox 59,0
