followers,likes,publisher,url
0,0,Niagara Falls Review,0
0,0,News Radio 710 KEEL,0
0,0,KRBD,0
0,0,National Constitution Center via Yahoo! News,0
0,0,The American Genius,0
0,0,MMAjunkie.com,0
0,0,Newsandtribune,0
0,0,ShareCast,0
0,0,WMTW Portland,0
0,0,The Local.it,0
0,0,Vineland Daily Journal,0
0,0,ATTN,0
0,0,Live Trading News,0
0,0,Twice,0
0,0,Tucson Weekly,0
0,0,JURIST,0
0,0,KYUK,0
0,0,Echonetdaily,0
0,0,The Whistler,0
0,0,Computer Business Review,0
0,0,Plastics and Rubber Weekly,0
0,0,Gladstone Observer,0
0,0,Regina Leader-Post,0
0,0,Indiana Public Media,0
0,0,KUOW News and Information,0
0,0,12NewsNow.Com,0
0,0,Corpus Christi Caller-Times,0
0,0,The Truro Daily News,0
0,0,CTV British Columbia News,0
0,0,The Manila Times,0
0,0,The Daily Freeman,0
0,0,Education Week (subscription) (blog),0
0,0,Huntington Herald Dispatch,0
0,0,Direct Marketing News,0
0,0,WalesOnline,0
0,0,OracleUnion.com (blog),0
0,0,The Tablet,0
0,0,Greenville News,0
0,0,CrackBerry.com,0
0,0,Washington Times,0
0,0,The Indian Express,0
0,0,Independent Reporter,0
0,0,Noozhawk,0
0,0,Reuters via Yahoo! News,0
0,0,ValueWalk,0
0,0,RFI,0
0,0,Crain&#39;s New York Business,0
0,0,Imperial Valley Press,0
0,0,Upvoted,0
0,0,World Affairs (blog),0
0,0,Golf.com,0
0,0,We Live Security (blog),0
0,0,GlobeNewswire via Yahoo Canada Finance,0
0,0,StreetWise Report,0
0,0,VideoNewsUs,0
0,0,FOX 4 Kansas City,0
0,0,WGBA-TV,0
0,0,Insider Trading Report,0
0,0,Montreal Gazette,0
0,0,Lawrence Journal World,0
0,0,Business Green (blog),0
0,0,The Trace,0
0,0,TakePart,0
0,0,Hurriyet Daily News,0
0,0,Tewkesbury ADMAG,0
0,0,Times of India (blog),0
0,0,AmazinessNet (blog),0
0,0,Yahoo Finance UK,0
0,0,The National Memo (blog),0
0,0,Bellevue Reporter,0
0,0,Science Times,0
0,0,People Magazine,0
0,0,ABC Online,0
0,0,Youngstown Vindicator,0
0,0,The ,0
0,0,Nearshore Americas,0
0,0,The Spinoff,0
0,0,GQ.com,0
0,0,The Copenhagen Post - Danish news in english,0
0,0,KCRA 3 Sacramento,0
0,0,Sun-Sentinel,0
0,0,OPEN MINDS (registration),0
0,0,Scroll.in,0
0,0,reNews,0
0,0,"Brad Jones, Digital Trends via Yahoo! News",0
0,0,Bucks.com,0
0,0,KATC Lafayette News,0
0,0,Devils Lake Journal,0
0,0,Times LIVE,0
0,0,Ozy via Yahoo Canada News,0
0,0,Fox Business,0
0,0,Center For American Progress,0
0,0,KTVU San Francisco,0
0,0,Digital Trends via Yahoo Maktoob News,0
0,0,ANI via Yahoo! India News,0
0,0,Citrus County Chronicle,0
0,0,Odessa American,0
0,0,Beacon Examiner,0
0,0,The Longview News-Journal,0
0,0,ETFinalScore.com,0
0,0,KSDK.com,0
0,0,Siliconera,0
0,0,Evening Standard,0
0,0,ETRetail.com,0
0,0,Finextra,0
0,0,Foreign Policy (blog),0
0,0,The Edge,0
0,0,Goal.com via Yahoo! Sports,0
0,0,Robohub,0
0,0,Youth Ki Awaaz,0
0,0,Long Island Business News (subscription),0
0,0,The Times of IsraÌÎÌàl,0
0,0,Market Exclusive,0
0,0,IBN live,0
0,0,Wyoming Business Report,0
0,0,IJ Review,0
0,0,Associated Press of Pakistan,0
0,0,HydrocarbonOnline,0
0,0,WWD,0
0,0,Fiji Times,0
0,0,MMH.com,0
0,0,Variety,0
0,0,Voice of America (blog),0
0,0,KITV Honolulu,0
0,0,Neosho Daily News,0
0,0,AAP via Yahoo! New Zealand News,0
0,0,Nature,0
0,0,TechRepublic (blog),0
0,0,WABC-TV New York,0
0,0,Payment Week,0
0,0,The Boston Globe,0
0,0,Monitor,0
0,0,The Ames Tribune,0
0,0,New Kerala,0
0,0,FederalNewsRadio.com,0
0,0,Press & Sun-Bulletin,0
0,0,iTWire,0
0,0,Elizabethtown News Enterprise,0
0,0,The Unofficial Apple Weblog,0
0,0,The Electronic Intifada (blog),0
0,0,Astana Times,0
0,0,The TechNews,0
0,0,Greatandhra.com,0
0,0,Malay Mail Online,0
0,0,Fort Worth Star Telegram (blog),0
0,0,DirectionsMag.com,0
0,0,Fortune via Yahoo! Finance,0
0,0,Daily News,0
0,0,SC Magazine,0
0,0,WCSH-TV,0
0,0,Cosmopolitan.com,0
0,0,Abbotsford News (registration) (blog),0
0,0,Valley morning Star,0
0,0,Daily Nexus,0
0,0,The Salinas Californian,0
0,0,Wicked Local Wellesley,0
0,0,TPM (blog),0
0,0,Lost Coast Outpost,0
0,0,The Providence Journal,0
0,0,CNBCAfrica.com,0
0,0,NJ.com,0
0,0,Cops 2.0,0
0,0,Huffington Post (blog),0
0,0,Press Trust of India,0
0,0,Gothamist,0
0,0,WhaTech,0
0,0,Wall Street Journal (blog),0
0,0,FOX 12 Oregon,0
0,0,State-Journal.com,0
0,0,The Weather Channel,0
0,0,WUSA9.com,0
0,0,Pittsburgh Post-Gazette,0
0,0,AJIB.fr L'actualitÌ´åÌ´å de l'Islam et des musulmans en France,0
0,0,Innovation Excellence (blog),0
0,0,Kashmir Reader,0
0,0,ThomasNet,0
0,0,The Herald-News,0
0,0,Nashville Chatter,0
0,0,Eye For Travel,0
0,0,Business Insider via Yahoo! Finance,0
0,0,Property Magazine International,0
0,0,Kenai Peninsula Online,0
0,0,SportingNews.com,0
0,0,Brookings Institution,0
0,0,Minneapolis-St. Paul Star Tribune,0
0,0,The Daily Courier,0
0,0,HPCwire,0
0,0,Indonesia Investments (press release),0
0,0,China Economic Review,0
0,0,The Salem News,0
0,0,Alphr,0
0,0,Carnegie Europe,0
0,0,The Westerly Sun,0
0,0,New Republic,0
0,0,APEX Media,0
0,0,Le Grand Soir.info,0
0,0,Discover Humboldt,0
0,0,Aviation Week,0
0,0,Metal Injection.net,0
0,0,Astro Awani,0
0,0,EuroScientist,0
0,0,TRT World,0
0,0,cleveland.com,0
0,0,Mizzima News,0
0,0,Model D,0
0,0,Ipsos News & Polls (subscription),0
0,0,edie.net,0
0,0,The Oceanside Post,0
0,0,New York Magazine,0
0,0,We Got This Covered,0
0,0,EETimes,0
0,0,The Daily Pennsylvanian,0
0,0,Ekklesia,0
0,0,Daily Excelsior,0
0,0,Mensquare,0
0,0,ummid.com,0
0,0,DIGITALLOOK,0
0,0,East Anglian Daily Times,0
0,0,GuruFocus.com,0
0,0,Daily NK,0
0,0,Digital Trends via Yahoo! News,0
0,0,Softonic EN (blog),0
0,0,Gizmoids,0
0,0,SportingNews,0
0,0,Canadian Jewish News (blog),0
0,0,Environmental Data Interactive Exchange,0
0,0,South African Broadcasting Corporation,0
0,0,Narendra Modi (press release) (blog),0
0,0,New Era,0
0,0,Road Warrior Voices,0
0,0,USDA.gov (press release),0
0,0,Boston.com,0
0,0,Consortium News,0
0,0,MEED (subscription),0
0,0,StreamingMedia.com,0
0,0,The Malaysian Insider,0
0,0,ChristianityToday.com,0
0,0,Gold Coast Bulletin,0
0,0,Oxford Mail,0
0,0,CBC.ca,0
0,0,The Tuscaloosa News,0
0,0,Washington City Paper (blog),0
0,0,The Louisville Cardinal,0
0,0,America Magazine,0
0,0,Junior College,0
0,0,South Africa.info,0
0,0,Architectural Digest,0
0,0,The Independent Florida Alligator,0
0,0,Chillicothe Gazette,0
0,0,Staff Newsletter,0
0,0,Black Enterprise,0
0,0,KSDK,0
0,0,CBS Chicago,0
0,0,OregonLive.com,0
0,0,Chicago Tribune,0
0,0,L'Express,0
0,0,GamesRadar (blog),0
0,0,Creativity,0
0,0,Global Envision,0
0,0,CBS San Francisco,0
0,0,Asahi Shimbun,0
0,0,Royal Society of Chemistry,0
0,0,PCGamesN,0
0,0,Novinite.com,0
0,0,MERRY JANE,0
0,0,DNAinfo,0
0,0,KFDA-TV Amarillo,0
0,0,Madison.com,0
0,0,Ukraine Today,0
0,0,YES! Magazine,0
0,0,KTAR.com,0
0,0,sourcingfocus.com,0
0,0,Los Angeles Times,0
0,0,Mobile Payments Today,0
0,0,Bradford Telegraph,0
0,0,AutoGuide.com,0
0,0,Human Rights First (blog),0
0,0,FOX30 / CBS47 Jacksonville,0
0,0,Sin Chew Jit Poh,0
0,0,Peoria Journal Star,0
0,0,PC Advisor,0
0,0,The Record,0
0,0,DeSmog Canada,0
0,0,EnterpriseTech,0
0,0,BET (blog),0
0,0,93.1 WIBC Indianapolis,0
0,0,TechJuice (press release) (blog),0
0,0,Channel News Asia,0
0,0,Kaiser Family Foundation,0
0,0,Tempo.co,0
0,0,The Next Web,0
0,0,U.S.News & World Report via Yahoo! News,0
0,0,EN DELFI (subscription),0
0,0,Orlando Sentinel,0
0,0,Rochester Democrat and Chronicle,0
0,0,VOA Khmer (English),0
0,0,Fortune,0
0,0,Red Deer Advocate,0
0,0,Private Eye,0
0,0,SheKnows.com,0
0,0,Catholic New York,0
0,0,The Randolph County Herald-Tribune,0
0,0,Industrial Laser Solutions Magazine,0
0,0,See It Market (blog),0
0,0,Huffington Post,0
0,0,Westlaw Insider (blog),0
0,0,London Review of Books (subscription),0
0,0,DailyFX,0
0,0,Enterprise Leader,0
0,0,Burlington Times News,0
0,0,The Orator,0
0,0,SFGate (blog),0
0,0,New Zimbabwe.com,0
0,0,WDBJ7,0
0,0,Hartlepool Mail,0
0,0,Marca,0
0,0,ARNnet,0
0,0,Leaders Tunisie,0
0,0,Journal of Turkish Weekly,0
0,0,News Talk 610 CKTB,0
0,0,Pitchfork Media,0
0,0,The Tyee,0
0,0,ArmyTimes.com,0
0,0,Arkansas Online,0
0,0,Canada NewsWire (press release),0
0,0,City A.M.,0
0,0,CommBank MyWealth,0
0,0,eco-business.com,0
0,0,KTVQ Billings News,0
0,0,Gamepur,0
0,0,Stockhouse,0
0,0,The Atlantic,0
0,0,Barron's (blog),0
0,0,21Alive,0
0,0,Daily Beast,0
0,0,Crain's Detroit Business,0
0,0,EUbusiness (press release),0
0,0,ScienceAlert,0
0,0,Focus Taiwan News Channel,0
0,0,PhillyVoice.com,0
0,0,The Yucatan Times,0
0,0,Shacknews,0
0,0,Alex News (blog),0
0,0,Toronto Star,0
0,0,Martinsburg Journal,0
0,0,Next Big Future,0
0,0,Raw Story,0
0,0,Nikkei Asian Review,0
0,0,KTUL,0
0,0,The Cheat Sheet,0
0,0,DEBKA file,0
0,0,Zacks via Yahoo Canada Finance,0
0,0,ProgrammableWeb,0
0,0,The Australian (blog),0
0,0,e27 via Yahoo! Singapore News,0
0,0,ZNBC,0
0,0,EveningTimes Online,0
0,0,Global Grind,0
0,0,Triple Pundit (registration) (blog),0
0,0,Associated Press via Yahoo! India News,0
0,0,iT News (blog),0
0,0,Saudi Gazette via Yahoo Maktoob News,0
0,0,VR-Zone,0
0,0,VICE,0
0,0,CNET en espaÌÎå±ol via Yahoo! News,0
0,0,Africa Middle East,0
0,0,Gant Daily,0
0,0,Scottish Daily Record,0
0,0,Post-Tribune,0
0,0,The Charleston Gazette,0
0,0,Re/code,0
0,0,PoliticsHome.com,0
0,0,Gatestone Institute,0
0,0,Moodys.com (press release) (subscription),0
0,0,CU Columbia Spectator,0
0,0,Marketplace.org,0
0,0,CBS 6 Richmond,0
0,0,KCTV 5 Kansas City,0
0,0,WeAreTheCity (press release) (blog),0
0,0,WFDD,0
0,0,Catholic News Service,0
0,0,Gotham Gazette,0
0,0,SHU Spectrum,0
0,0,Walla Walla Union-Bulletin,0
0,0,GameSpot,0
0,0,The Heights,0
0,0,Wii U Daily,0
0,0,news9.com KWTV,0
0,0,630ched.com,0
0,0,The Exponent Telegram (press release) (registration),0
0,0,24/7 Wall St.,0
0,0,ThaiVisa News,0
0,0,WVVA TV (registration),0
0,0,DigitalBroadcastingcom,0
0,0,KSNT (press release) (registration) (blog),0
0,0,WAOW,0
0,0,Mid-Day,0
0,0,Asharq Al-awsat (blog),0
0,0,BREATHEcast,0
0,0,Yahoo Parenting,0
0,0,China Post,0
0,0,Chichester Observer,0
0,0,Finextra (press release),0
0,0,Vancity Buzz,0
0,0,Jewish Post,0
0,0,KTRE Lufkin and Nacogdoches,0
0,0,The Siver Times,0
0,0,Yahoo Finance,0
0,0,KCCI 8 Des Moines,0
0,0,Stillwater News Press,0
0,0,WebProNews,0
0,0,Sci-Tech Today,0
0,0,Techcrunch,0
0,0,Linux Journal,0
0,0,Risers & Fallers,0
0,0,gulfnews.com,0
0,0,Waxahachie Daily Light,0
0,0,Vancouver Sun,0
0,0,The Electronic Intifada,0
0,0,BigPond News,0
0,0,W*USA 9,0
0,0,DESINFOS.com,0
0,0,Mohave Valley News,0
0,0,Middle East Confidential,0
0,0,San Francisco Sun Times,0
0,0,ESPN (blog),0
0,0,Korea Portal (English Edition),0
